date,title,description,source
2015-11-21,Man Arrested For Allegedly Wielding Samurai Sword At Apple Store,Terrified customers fled when the suspect started swinging.,HuffPost
2015-11-20,Apple Exec Apologizes After Mansplaining Music To Women,Yikes.,HuffPost
2015-11-20,The Surprising Thing You Never Noticed About Apple,"Hello, @Apple. Can you hear me?",HuffPost
2015-11-18,Hating Refugees Is Pretty Much As American As Apple Pie,"In the 1940s, U.S. officials worried that Nazi agents would pose as refugees to infiltrate countries.",HuffPost
2015-11-17,Apple Pay Is Expanding,The mobile payment service will be available in new countries starting this week.,HuffPost
2015-11-10,"New Study Highlights Dangers Of Belly Fat, Even For Normal-Weight People","""Watch that apple shape.""",HuffPost
2015-11-08,iPhone News,"So where is all that video?  2.5 million cameras shooting 24 hours a day -- video that is unquestionably honest, first person, as it happens, on the spot, from the source storytelling.  Of all those millions of hours of video, how much of it have you seen on TV news?",HuffPost
2015-10-30,Only 7 Percent of Licensed Gun Dealers Were Inspected Last Year,"Earlier this month, a jury ordered Badger Guns, one of the country’s most notorious “bad apple” firearms retailers, to pay",HuffPost
2015-10-30,Review: New Apple TV Is Bursting With Potential,"""The future of TV is apps.""",HuffPost
2015-10-28,China's Hunger For iPhones Keeps Growing,Sales in China accounted for nearly a quarter of Apple's total third-quarter sales.,HuffPost
2015-10-27,"iPhone Sales Off By 1.4 Percent, But It's Still Apple's Most Profitable Fourth Quarter Ever",The company's overall profits hit $11.12 billion.,HuffPost
2015-10-23,"Facebook Admits Its App Drains iPhone Battery, Releases Fix",It wasn't just you. Facebook really is making your iPhone die faster.,HuffPost
2015-10-22,"What iPhone Data Can Teach Doctors About Autism, Epilepsy And More",There's an app for everything these days.,HuffPost
2015-10-21,"Apple, Facebook Come Out Against Controversial Cybersecurity Bill","""The trust of our customers means everything to us and we don't believe security should come at the expense of their privacy.""",HuffPost
2015-10-21,25 Tips For Remaking Cities In The iPhone Age,"With national politics gridlocked, it is up to cities to drive solutions.",HuffPost
2015-10-20,6.5 Million Reportedly Pay For Apple Music Streaming Service,Another 8.5 million customers have signed up three-month trials.,HuffPost
2015-10-19,Apple May Have Poached Electric Motorcycle Company To Death,The tech giant has recruited dozens of auto experts from Mission Motors and other companies.,HuffPost
2015-10-15,iPhone Gadget Turns Any Surface Into a Musical Instrument,A door can be your new bass drum.,HuffPost
2015-10-14,Apple Loses Patent Lawsuit To University Of Wisconsin-Madison,A jury found Tuesday that Apple used technology owned by the university's licensing arm without permission.,HuffPost
2015-10-14,Your Caramel Apple Might Be Teeming With Bacteria,"Caramel apples are delicious, but may come with listeria.",HuffPost
2015-10-13,"Apple Unleashes Updated iMacs, Now With Retina Display",The revamped iMacs will also have new storage options and more powerful processors and graphics.,HuffPost
2015-10-09,Apple Pay Is Finally Coming To Starbucks,"The mobile payment program will also expand to KFC and Chili, though customer demand for mobile wallets remain slow.",HuffPost
2015-10-09,Watch Every iPhone Ever Face The Ultimate Speed Test,Get ready to be bummed if you're still on an iPhone 4.,HuffPost
2015-10-07,Silicon Valley Is Westeros In This 'Game Of Thrones' Credits Spoof,"The old guard is challenged by ""warriors fierce of spirit and nerdy of demeanor"": Google, Apple and Facebook.",HuffPost
2015-10-07,Mom Creates Dreamlike Art Using Just Her iPhone And Kids,These images will transport you to a world somewhere between magic and reality.,HuffPost
2015-10-06,"Big Business Holding $2.1 Trillion In Profits Offshore To Avoid Paying Taxes, Study Finds","Some of the biggest offenders? Apple, GE and Microsoft.",HuffPost
2015-10-01,"Amazon Lashes Out At Competitors, Banning Apple TV And Chromecast",This might hurt your wallet.,HuffPost
2015-10-01,My Revolutionary iPhone 4U Doesn't Turn On Unless Someone Contacts Me,This is not a joke. This is serious.,HuffPost
2015-09-30,"Average Apple Watch Sells For $529, According To New Survey","The Watch starts at $349 and goes up to $17,000 -- but a new study reveals that most people aren't getting anywhere close to the upper limit.",HuffPost
2015-09-28,Apple's New iPhone Blazes Past Previous Record,The tech giant reports it sold 13 million iPhone 6S and 6S Plus devices this weekend.,HuffPost
2015-09-25,Watch The New iPhone Get Dissected Like A Pig In Science Class,📱🐷 🔪,HuffPost
2015-09-22,Apple Might Release An Electric Car In 4 Years,The rumor mill keeps on churning.,HuffPost
2015-09-22,Carrie Underwood Sizzles In Tiny Shorts At Apple Music Festival,Total knockout.,HuffPost
2015-09-21,Apple Broke A New Record With iOS 9,And the cycle continues.,HuffPost
2015-09-21,Apple Accelerates Development Of Its Electric Car,"Apple Inc. is accelerating efforts to build an electric car, designating it internally as a “committed project” and setting",HuffPost
2015-09-21,"Apple Rejects Hinder, A Reproductive Rights App By 'The Daily Show' Creator",Even though the tech company explicitly allows apps focused on political satire.,HuffPost
2015-09-21,"Taraji, Kerry And Mary J. Redefine Squad Goals In New Apple Commercial",Unprecedented amounts of Black Girl Magic in only 62 seconds.,HuffPost
2015-09-17,Apple Could Learn Something From Amazon's New Tablet For Tots,"Listen up, Apple.",HuffPost
2015-09-16,Tim Cook Tells Stephen Colbert The Real Reason He Came Out As Gay,"""I needed to do something.""",HuffPost
2015-09-15,Mom Hides Pregnancy Test In Apple Watch Box To Surprise Husband,So sweet!,HuffPost
2015-09-14,Apple Expects Record-Breaking Sales For New iPhone,And you thought last year's iPhone was a blockbuster.,HuffPost
2015-09-11,Jimmy Kimmel Pranks Eager Apple Fans With Original iPhone,They thought they were looking at the new iPhone 6S.,HuffPost
2015-09-10,Conservative Tech Fans Once Again Snubbed By Lack Of Apple Gun,Another sad Apple announcement for the right.,HuffPost
2015-09-09,Apple's Big Event Didn't Impress Wall Street,The stock was down nearly 2 percent.,HuffPost
2015-09-09,"They're Here! Apple Announces New iPhone 6S, iPhone 6S Plus","The new devices include ""3D Touch"" technology.",HuffPost
2015-09-09,Mom Is Really Excited About The New iPhone's '3D Touch',Score one for Apple.,HuffPost
2015-09-09,Everything You Need To Know About The Newest Apple Products,"What you can get, and, more importantly, when you can get it.",HuffPost
2015-09-09,Apple Announces Revamped Apple TV That Will Double As Gaming System,"""Our vision for TV is simple, and perhaps a little provocative.""",HuffPost
2015-09-09,"Apple Debuts Massive, 12.9-Inch iPad Pro","""This is the most advanced display we have ever built.""",HuffPost
2015-09-09,Apple Turns World's Oldest Catcall Into Product Demo,This is what happens when there aren't enough women in tech.,HuffPost
2015-09-09,11 Things We Wish The iPhone Could Do,A screen that doesn't shatter when you blow on it would be great.,HuffPost
2015-09-08,Mika Brzezinski Doesn’t Want A Smart Apple TV,"""I want a cord attached to my TV so it works.""",HuffPost
2015-09-08,The Apple Recipes That You've Been Waiting For All Year,Twenty-six recipes that take advantage of fall's greatest gift.,HuffPost
2015-09-08,Apple Is Hiring People To Predict What You're Thinking,"""What seemed like science fiction only four years ago has become an expectation.""",HuffPost
2015-09-05,From Peach Cobbler to Banana Pudding: 10 Delicious Labor Day Desserts,"Labor Day--the last summer hurrah. Next week, pumpkin lattes and apple spice muffins will be everywhere, so make your weekend extra sweet with these delicious summery treats.",HuffPost
2015-09-03,"The Overarching Lesson Of This Year’s Scientology And Apple Docs, According To Director Alex Gibney","""Some people get imprisoned by the need to believe in something.""",HuffPost
2015-09-01,"Watch Out, Netflix: Apple Has Plans To Launch Its Own Original Programming","Whether that includes movies, TV series or both is unclear.",HuffPost
2015-09-01,Apple Co-Founder Steve Wozniak Tweets Support For Bernie Sanders,Woz feels the Bern.,HuffPost
2015-08-27,Apple Will Probably Introduce A New iPhone Sept. 9,Who could have guessed?,HuffPost
2015-08-27,Apple Gave A Major Shot In The Arm To Wearable Tech,"Love it or hate it, the Apple Watch is kind of on a roll.",HuffPost
2015-08-24,Apple To Replace Some iPhone 6 Plus Models Over Faulty Cameras,The affected phones were mostly sold between September 2014 and January 2015.,HuffPost
2015-08-21,Samsung Will Give iPhone Owners A New Galaxy Phone To Try For $1,Claws come out.,HuffPost
2015-08-19,'Final Fantasy VII' Is Officially Coming To iPhone,Hope you stretched your thumbs this morning!,HuffPost
2015-08-14,"Apple Doubles Women, Minority Hires But Remains Very White","Things are improving, but there's still work to be done.",HuffPost
2015-08-14,Apple Is Building A Self-Driving Car,"Apple is building a self-driving car in Silicon Valley, and is scouting for secure locations in the Bay Area to test it, the",HuffPost
2015-08-13,Gwyneth Paltrow Shares Adorable Beach Selfie With Daughter Apple On Instagram,"""Beach day with my little beauty.""",HuffPost
2015-08-13,Samsung Announces Two Really Large New Phones,"Take that, Apple.",HuffPost
2015-08-08,Apple’s Fall iPhone Event To Be Held Sept. 9,"Apple hasn’t yet officially announced its annual fall media event, but it’s definitely planning one — and the date is fast",HuffPost
2015-08-08,"Canadian Tourist Gives Hawaii Man A Ride, Gets Robbed At Gunpoint","A Maui man, caught by cops who tracked the victim's stolen iPhone, was held for trial.",HuffPost
2015-08-06,Restaurant Shuts Down iPhone Addicts In The Most Brilliant Way Possible,Chicken isn't the only thing that just got roasted.,HuffPost
2015-08-06,These Jeans Will Charge Your iPhone While It Sits In Your Pocket,Pretty ingenious.,HuffPost
2015-08-04,Apple Might Let Siri Take Control of Your Voicemails,Answering voicemails is grunt work. Let Siri do it.,HuffPost
2015-08-04,"If You Think The Apple Watch Is Ridiculous, You Ain't Seen Nothing Yet","Yes, this is a thing.",HuffPost
2015-08-03,New 'Brain Training' App Could Help People With Schizophrenia,"LONDON (Reuters) -- A ""brain training"" iPad game developed in Britain may improve the memory of patients with schizophrenia",HuffPost
2015-08-01,Snowden: Apple Should Fight Obama Administration On Encryption,"As the Obama administration campaign to stop the commercialization of strong encryption heats up, National Security Agency",HuffPost
2015-07-30,Texas Businessman Finds iPhone That Fell From Plane,"WICHITA FALLS, Texas (AP) — A Texas businessman used an app to find his iPhone in a rural pasture after it fell about 9,300",HuffPost
2015-07-27,These Big Businesses Have All Committed To Climate Action,"Apple, Coca-Cola and Google among the companies that signed the Obama administration's climate pledge.",HuffPost
2015-07-24,Apple CEO Tim Cook: 'Accessibility Rights Are Human Rights',"As the 25th anniversary of the Americans with Disability Act draws near, how the landmark accessibility law will apply to",HuffPost
2015-07-21,Here's Another Hint That An Apple Car Is Coming,Apple just made an interesting hire. Do we hear engines revving?,HuffPost
2015-07-20,This Is What An Honest iPhone 6 Commercial Looks Like,Remove those rose-colored phone cases.,HuffPost
2015-07-18,The Black Eyed Peas' New Video 'Yesterday' Is All Nostalgia And No Fergie,We got a feeling today is gonna be a good day. The Black Eyed Peas released a new video through Apple Music for their single,HuffPost
2015-07-17,"I Want My Kid To Read, So I'm Feeding My iPad To A Shark",I ditched my tablet for IRL books.,HuffPost
2015-07-16,'HBO Now' Wriggles Free From Apple's Grasp,"No iPhone, no problem.",HuffPost
2015-07-15,Apple Just Unveiled A New iPod -- Remember Those?,"What year is it, Apple?",HuffPost
2015-07-14,Post-Apocalyptic Photos Imagine The Fate Of Our Outdated Technologies,"Next time you contemplate upgrading your iPhone or digitizing all your VHS tapes, just imagine these bone-chilling giants roaming your neighborhood.",HuffPost
2015-07-09,How A Little Tech Glitch Took Down The NYSE For 3.5 Hours,And you thought the latest iPhone update was a hassle.,HuffPost
2015-07-08,"Jonathan Groff On Being Gay In Hollywood, 'Looking' And Madonna's iPhone Diss","Joking that he knew he ""wouldn't be the male romantic lead in a Nicholas Sparks movie"" after coming out, Jonathan Groff nonetheless",HuffPost
2015-07-06,David Beckham And Kevin Hart Spotted Twinning In New York,The unlikely pair were seen wearing identical outfits while filming a project in the Big Apple.,HuffPost
2015-07-05,Inside The Tank: Mr. Wonderful On Building Empires,"Investing five minutes into reading this [pst may end up being your equivalent to investing in Apple in 1980. I recently sat down with Kevin O'Leary, the entrepreneur, investor, journalist, author, and financial commentator best known as Mr. Wonderful.",HuffPost
2015-06-24,"To Taylor, Love David","I'm writing because, like many others, I saw the love letter you penned to Apple in defense of ""independent"" artists, everywhere. And what a well written and well thought-out letter it was.",HuffPost
2015-06-16,I Now Pronounce You Man and WiFi: A TV Writer Looks at Life With All His Many 'Wives',"It just hit me the other day. I don't just own an Apple Watch, iPad and Macbook.  I am obviously in love and totally committed to them.",HuffPost
2015-06-16,The iPhone Graveyard,"There's a Balinese song on loop/repeat at the dining area of our modest, Sanur Beach hotel. It could be the soundtrack for an insane asylum. Frantic wooden flutes and vibraphones, playing a hectic, repetitive pattern.",HuffPost
2015-06-13,Apple vs. Android: Does The Technology We Use Influence the Way We Travel?,"When it comes to phones and tablets, there are die-hard Apple users and those who swear by Android. But do their differing tastes in technology influence other parts of their lives?",HuffPost
2015-06-11,Is Mobile Advertising Dead?,"After years of scrambling to capture the mobile advertising market as their primary source of revenue, it would seem that Apple is about to cut them off at the knees.",HuffPost
2015-05-29,"When We Celebrate Our Differences, We Make A Better World For All","Fifteen years from now, my daughter Sierra will be 29 years old. Born prematurely due to a virus, my girl has cerebral palsy, is nonverbal and spends the vast majority of her day in a wheelchair. She uses an iPad with a special app as her primary mode of communication. When she was 12 years old, the sweetest words I ever heard in my entire life were the digitized words, ""I love you mommy.""",HuffPost
2015-05-29,The Truth About Doing Yoga With Children,"I thought yoga would be a great way to connect with my children and get into shape at the same time. I found many great apps on my iPad, and we got started. Except it didn't work out the way I thought it would.",HuffPost
2015-05-28,The Case for the School Bus as the Final Tech-Free Frontier,"My view of the rite of passage called Riding The School Bus has never involved an iPad or its predecessors. The (limited, but memorable!) experiences I did have on the bus -- on school field trips, back and forth to day camp, etc. -- did not involve a single screen or button. To totally date myself, the bus was decidedly a No WalkMan Zone.",HuffPost
2015-05-20,Transformational Planning,I know what you are thinking: Apple is big and has plenty of cash; we are small and there is never enough cash; we can't do transformational thinking and planning. You are wrong!,HuffPost
2015-05-17,Tim Cook: Meeting Pro-Segregation Governor 'Felt Like A Betrayal Of My Own Beliefs',,HuffPost
2015-05-14,How an iPad Saved My Father's Life,"Each day felt like a monumental task for him to face. He was mostly catatonic, staring at his own gorgeous art on the walls, art that he thought he'd never be able to make again.",HuffPost
2015-05-14,Who Needs the Apple Watch? This Startup Is Building Straps That Make Any Regular Watch 'Smart',"By now, we have all heard of the ""legendary"" new Apple Watch. But will it really be that legendary? Ingenious marketing and even more groundbreaking products have allowed Apple to build a brand that carries an aura that consumers trust.",HuffPost
2015-05-06,Escaping from the Dark,"Technology affords us a new hope. With the advent of the iPhone we're in a national state of shock  regarding the incredibly destructive ""shoot first"" culture of many police departments. This shock could lead to major reform that could uplift and save so many lives.",HuffPost
2015-05-04,The Best Gifts I Can Give My Children To Ensure Their Success,"It was under the tree house where my siblings and I would play restaurant, serving up birdseed soup and mud pies.  It was in the big red barn that we would play hide-and-seek. It was on the tire swing where we would shout out made-up songs. It was on the screened-in porch where I spent hours filling notebooks with story ideas. We drank from the outdoor water pump after spending a day playing mermaids and Marco Polo in the swimming pool. We would make bouquets out of my mom's flowers and ride bikes up and down the big hill, stopping by the apple trees for a snack.",HuffPost
2015-05-02,Customer Loyalty Survey Makes a Few Surprising Connections,"Basically, everyone still loves Apple, Amazon and Costco. The report also backs up the trend of people abandoning their cable television provider (many of which had ratings) in favor of online video service Netflix, which had the second highest raise in an NPS score after BlackBerry.",HuffPost
2015-04-27,The Apple Watch: More Evidence the Gang of Four Are Becoming Banks,"Since many are focusing on the elegant design and capabilities of this new product, I would not add much value to do the same. I prefer to discuss the Apple Watch as another step in Apple's game plan to turn itself into a bank.",HuffPost
2015-04-25,"At Tribeca: ""Aphasia"" Warns, ""If the Apple Watch Gives You the Heebie-Jeebies Now, Just Wait until 2018!""","""The filmmakers respectfully ask the media to not discuss the film's ending"" is a sentence included in the press notes for Luke LoCurcio's twelve-minute short ""Aphasia.""",HuffPost
2015-04-24,Startup Incubator Teaches Military Veterans in NYC,"Last weekend, one of my favorite organizations, the Patriot Boot Camp, swung through the Big Apple to throw a three day shindig of startupy goodness. I popped by to check out the action.",HuffPost
2015-04-23,The Dark Side of the Sun: Solar Power and Global Electronic Waste,"When complete, First Solar's California Flats project will generate enough electricity to power Apple's Cupertino headquarters complex, as well as its California stores and data centers. Many have hailed this as a first step toward more widespread commercial adoption of solar power.",HuffPost
2015-04-20,Pornosophy: A Survivor Recounts His Experience of a Radical Craniectomy,It was like quartering an apple. My skull simply fell into pieces on the operating table. I was totally awake during the procedure and I was able to see my brain ooze right out into the open.,HuffPost
2015-04-20,I'm Buying a Wristable,"Once again Apple has confounded the digibabblists, perplexed their competitors, baffled the analysts, and in general annoyed and irritated all the self-proclaimed digital-first... or is it mobile-first?... or perhaps our proclamation of the day should be wearable-first... experts, pundits and gurus.",HuffPost
2015-04-19,How LGBT Professionals Can Stand Out at Work,"For years, the dominant question for LGBT professionals was whether it was safe to be out at work. Though the battle is far from over, the growing acceptance of gay marriage and the coming out of prominent executives like Apple's Tim Cook has moved the discourse to the next level.",HuffPost
2015-04-03,Carly Fiorina Slams Tim Cook As A Hypocrite For Indiana Criticism,,HuffPost
2015-03-26,Upgrade Your Snack With These Fresh Picks,"One of my nutrition ""rules"" I live by is to always have a serving of fruit or veggies as their snacks. My gym bag always has an apple, banana or clementines in it as I find those fruits travel well and are easy to eat when I'm time-pressed and on-the-go.",HuffPost
2015-03-25,"Apple Store, Your New Destination For... Fashion Advice?",,HuffPost
2015-03-17,Attention iPhone Users: Make Sure Your Heart Counts,"You probably heard last week's news about Apple launching a watch, a cool way for iPhone users to access their device from their wrist. That news overshadowed something else the company launched the same day, something I think is even cooler because it could save and improve lives.",HuffPost
2015-03-16,How to Thaw a Cold Childhood and Create a Warm Family,"I grew up eating frozen dinners on disposable aluminum trays that provided exact portions of mixed vegetables, a meat concoction, manufactured potatoes and bland apple crisp or a meek cherry cobbler.",HuffPost
2015-03-15,Sunday Roundup,"This week kicked off with two high profile releases, one more successful than the other. On Monday, 47 Republican senators released an open letter to Iran. The misguided missive purported to help Iran ""fully understand our constitutional system,"" but was widely derided as a meddling and dangerous precedent. Maybe the senators' next letter will reveal how they plan to pay for another Middle East war, one that could be averted by a successful deal with the Iranians. That same day Apple rolled out the Apple Watch. Fans are already lining up, but do we really need to be even more distracted by endless notifications? Given how Steve Jobs said his best ideas came when he calmed his mind, it's an interesting question whether he'd have created Apple if he'd been endlessly distracted by having an Apple Watch on his wrist. Oops, I have to run, someone's texting me!",HuffPost
2015-03-08,Apple Watch Faces Major Challenge In Fashion Industry,,HuffPost
2015-03-07,"Yup, We Can't Believe These Were Taken On An iPhone Either",,HuffPost
2015-02-23,How the Internet Made Us Gay,"There's a lower barrier to entry in opening up Tinder on your iPhone and furtively switching ""interested in"" to men than there is in mustering the courage to go solo star at the nearest gay bar, or probe the dubious depths of Craigslist.",HuffPost
2015-02-17,Fifty Shades of Grey Hair: Yuppie Porn and Hippie Fantasies,"There is a big difference between seeing sex on screen, reading about it and doing it. The three are worlds apart, and it is a difficult task for filmmakers to shock or titillate with kinky sex when it's become something almost pedestrian and readily available on your iPhone.",HuffPost
2015-02-17,Brand Clash: Coca Cola Making Milk and Apple Making Cars,"While it is hard to imagine Apple making better cars and Coca Cola making better milk, anything is possible if the branding is done right. Both companies have big wallets and successful corporate brands.",HuffPost
2015-02-04,"Are People Using Apple Pay, Other Mobile Payments?","New technology that lets us pay for things with our phones sounds pretty amazing, right? It's convenient. It's easy to use. It could revolutionize the way we pay for things, making cash and credit cards obsolete. So now that the technology is here, everyone should be clamoring to use it, right?",HuffPost
2015-02-03,"Rapper Lil B Launches Vegan Emoji App, Because That Egg In A Skillet Isn't For Everyone",Vegan emojis: For the iPhone that has everything.,HuffPost
2015-01-31,"Super Bowl Bets, Meet Math","Americans probably like to think of their countrymen as a group of achievers, hardscrabble hustlers who pull themselves up by the bootstraps each morning to go to work, eat apple pie, and fall asleep watching baseball.",HuffPost
2015-01-14,We Are a Country of Cowards,We don't want to talk about race and religion because it might get awkward. We don't want to talk about sex because we might say the wrong thing. We can't speak about gay marriage and climate change because we're afraid of offending someone or sounding too open- or closed-minded. So we talk about work or complain or rave about the latest iPhone.,HuffPost
2015-01-11,(Over)Bearing Arms in America,"What was once the ""tool"" of law enforcement types, the military, and hunters is now the equivalent of an iPhone, a talisman of connection and social order. It's something that just about anyone can put in a pocket, a purse, or simply strap on in the full light of day in a land where all of us seem to be heading for the O.K. Corral.",HuffPost
2015-01-06,Mini-Pad Girl,Now I'm not recommending that you affix a feminine hygiene product to your iPad when you're on your way to meet a prospective collaborator. This was something that happened quite inadvertently.,HuffPost
2014-12-24,Doctors,"And now I walk with a cane. At first reluctant to display such an obvious accoutrement of old age, I have come to enjoy my persona. With each thump I feel the gravitas of Peter Stuyvesant, an old familiar figure thumping through the streets of the Big Apple. Still observing, still discerning, not to be trifled with. I wave my cane. Out of my way, whipper-snappers. Yes, doctors take up more and more of my time. Bring 'em on!",HuffPost
2014-12-22,Dear Mama of a Soon-To-Be 1-Year-Old,"As soon as they go to sleep, you sit with your iPhone looking at pictures of said baby, because you miss him or her already.",HuffPost
2014-12-12,The 4 Difficulties Of Being Alone In A Partnered World,I noticed a woman eating by herself. She mostly looked at her iPhone. I concentrated on my eggs and short stack. A lot of people tell me they could never eat alone.,HuffPost
2014-12-10,In-N-Out Ranks Higher Than Apple On List Of Best Places To Work,,HuffPost
2014-12-10,Another Bite at the Apple: How SNAP Is Making Us a Healthier Nation,"There is compelling evidence that monetary incentives to purchase fruits and vegetables work, and this new research suggests that they work in many different types of neighborhoods.",HuffPost
2014-11-30,Doesn't Cortana Know That Disparaging Siri Reflects Negatively on Her Parents?,"Good marketers know that when a company ""badmouths"" a competitor, it is (more often than not) a big mistake -- especially when the company being disparaged has Apple's track record of success.",HuffPost
2014-11-07,How To Make Deep Fried Apple Pies From Scratch,"Whether you're making your first apple pie or your 50th, these cute little mini pies are perfect.",HuffPost
2014-11-07,"Help, My Phone Drowned!","Plop! It finally happened. My iPhone fell in the toilet. My husband has warned me many times about keeping my cell phone in my pants' back pocket and I continued to do so. It has fallen on the floor around the bowl too many times to count, but never before did I make the ""bulls eye shot.""",HuffPost
2014-11-06,I'm Really Upset About the Midterm Elections God I Love My New iPhone,"It sure was discouraging to see those election returns coming in and realizing that the Republicans have gained such major ground. I mean, the first thing I thought was that government regulations would start to go out the window, paving the way for a disastrous oh my God I am having so much fun with this new iPhone 6.",HuffPost
2014-11-06,Subscribing to Success,"There are many examples of new subscription models upsetting the status quo. Spotify, with its membership-based streaming music service, flipped iTunes on its head and caused Apple to launch a radio service.",HuffPost
2014-11-04,Is 'The World's Most Secretive Company' Opening Up?,"Apple became the world's most valuable company for a number of complex reasons, including the design genius of its brilliant founder. But when you look under the surface, it is more open than you might think.",HuffPost
2014-11-01,Tim Cook's 'Coming Out' Matters Because It Does Not Matter,"Cook makes no apology for being gay. In fact he calls it ""God's greatest gift"" because it made him more empathetic. But he is neither militant about it, nor defensive. It's not his cross to bear. That actually has a resonance that we are unused to in coming out narratives.",HuffPost
2014-10-31,A Gay CEO?,"Sure, we've grown accustomed to celebrities coming out, some with great fanfare. But businesspeople? It's a rarity. Big businesspeople like Tim Cook? Hardly ever at all. In fact, just a short time ago, BP CEO John Browne resigned for fear of being ""outed."" That was 2007. My, how times have changed!",HuffPost
2014-10-31,"Thank You, Tim Cook","Apple has an impressively large and well-organized segment of out employees -- most of the major tech companies do, in fact -- and I bet they are all walking a bit taller and prouder today. We have a long way to achieve that level playing field, but that ""sunlit path toward justice"" Tim refers to just got much, much brighter.",HuffPost
2014-10-30,Scared of Baking? These Apple Squares Are Impossible to Mess Up,"The idea of baking can sometimes make even the most experienced cooks skeptical. Memories of fallen soufflés, burnt cookies or dry cake can stop you from even attempting. But we have a recipe that is as easy as, well, pie!",HuffPost
2014-10-16,Study Shows How Screen Time Can Improve Your Toddler's Reading Comprehension,"As an educational app reviewer with a four-year-old who was born a month before the debut of the iPad, I can verify that Learn with Homer is among the best apps available that teaches foundational reading.",HuffPost
2014-10-12,Instagramming Comic Con,"I posted about New York Comic Con the other day, giving an insight into one of the largest Comic Cons in the world. This is a slide show of photos taken with my iPhone - just some of the antics that occurred this weekend in New York.",HuffPost
2014-10-11,Why I Don't Need An Apple Watch,"Because their sole purpose is to track steps, pedometers show even the smallest changes in physical activity. You can't get distracted by other bells and whistles, so instead you'll see the difference taking the stairs instead of the elevator truly makes.",HuffPost
2014-09-29,The Awkward Truth About Having 'The Talk',"Conscious parenting may sound like it's all apple cider vinegar and handmade socks, but facing good news and bad news with grace and mindful action doesn't always feel natural. In fact, parenting can get particularly awkward when it comes to addressing children's sexual behavior,",HuffPost
2014-09-27,New iPhone Locks Out The NSA,,HuffPost
2014-09-27,Daily ReHash's iPhone 6 Test Finds Major Weakness,,HuffPost
2014-09-26,Autonomy: The Self-Driving Car and You,"We could be forgiven for thinking this is a vaguely interesting gewgaw in a world benumbed by technological gadgetry.  The iPhone Six is out, for crying out loud...  But like those who scoffed at Karl Benz's strange ""Motorwagen"" in 1900, we'd be overlooking a revolution.",HuffPost
2014-09-26,Walkers Shortbread Apple & Pear Crisps Are Everything,Buttery shortbread takes the crisp topping over the top!,HuffPost
2014-09-25,"FBI Director James Comey 'Very Concerned' About New Apple, Google Privacy Features",,HuffPost
2014-09-19,What Apple's U2 Stunt Really Says About the Future of Music,"The devaluation of music has also the devalued the listener. Maybe the problem with music isn't technology. Maybe it's us. Could it be that the music industry is sinking and fewer people are buying music -- not only because people don't want to pay for it, but because listening to music is now officially a lost art?",HuffPost
2014-09-18,Apple Watch Tells Us That It Is Time to Get Serious About Jobs,"All things being equal, Apple and other nominally American companies would be more efficient if they kept production closer to design and weren't shuffling $billions between Irish shell corporations and Caribbean banks.",HuffPost
2014-09-13,THIS Is The Apple Watch,,HuffPost
2014-09-12,Apple CEO Tim Cook and his Moment of Open Culture,,HuffPost
2014-09-10,Everyone With A Desk Job Should Have Plants,"I am happiest -- and, I've found, I do my best writing -- when surrounded by greenery. As I type this now, my desk is fringed with a little Peruvian apple cactus, a spider plant, a milk cactus and a big, hardy jade plant.",HuffPost
2014-08-29,One Bad Apple and the Soils of Injustice,"Institutional racism is about a system the makes and has made it possible for ""bad apple"" after ""bad apple"" after ""bad apple"" to be recruited, trained and deployed -- again, and again, and again. Yes, individuals must be held accountable for their actions, but so do the systems that empower them.",HuffPost
2014-08-25,Legacy Wars: Steve Jobs vs. Bill Gates,"Not long ago, Malcolm Gladwell made a bold prediction: Fifty years from now, Apple will be around and Microsoft will be gone, but Bill Gates will be remembered -- and Steve Jobs won't. As surprising as it seems, Gladwell might be right.",HuffPost
2014-08-25,How Burn-Out Saved My Life,"Every action, whether it be writing an article, applying for a job or snacking on an apple, is worthy of being embraced, enjoyed and savored for what it is. When we choose to live life this way, each moment becomes saturated with meaning.",HuffPost
2014-07-06,The Mystery of Tisha's Apple Pie,,HuffPost
2014-07-02,Diversity Is the Name of the Fashion Game for 2014,"Women owe this new wide-open design world to the Internet, to pinning, to blogging and to the growing industry of online and TV shopping and the fact the the world is one iPad ,one iPhone, one computer click away.",HuffPost
2014-06-13,Tesla's Patent Release Isn't Crazy or Altruistic,"Tesla Motors is freeing up its 200 patents to electric car competitors, throwing automotive analysts into a frenzy. But CEO Elon Musk is just following the profitable open source road paved by Salesforce, Facebook and Apple.",HuffPost
2014-06-09,Incredible Landscape Photos Taken On An iPhone Impress Us All,,HuffPost
2014-05-23,Going Nowhere Fast at McDonald's,"Forget the salad wraps or apple slices -- McDonald's is now serving up an even more creative alternative, in an attempt to satisfy thousands of workers demanding fair wages and respect at the workplace.",HuffPost
2014-05-12,A Family Dog's Letter To His Boy,I knew from the first time you spilled apple juice in your lap at the kitchen table that we were going to be great friends.,HuffPost
2014-05-10,'Conscious Uncoupling Is Wimping Out' And 14 Other Life Lessons,I've learned a few life lessons along the way. Signal when making a turn. Secure the lid on the blender before turning the dial to purée. Don't put your iPhone in your back pocket. Never eat an Oreo before a dental appointment.,HuffPost
