date,title,description,source
2026-04-10,"Amazon is still paying Jeff Bezos an $80,000 yearly salary—but $1.6 million for travel and security","Amazon's 2026 proxy confirms Bezos still earns the same $81,840 salary he's collected since 1998.",Fortune
2026-04-10,SMPL Securities Alert: Simply Good Foods Securities Fraud Investigation Focuses on Expansion Issues; BFA Law Notifies Investors to Contact the Firm,Simply Good Foods Securities Fraud Investigation Focuses on Expansion Issues; BFA Law Notifies Investors to Contact the Firm...,GlobeNewswire
2026-04-10,"Podcast: Tesla’s cheaper EV model comes and goes, FSD v15, Rivian R2 EPA numbers, and more","In the Electrek Podcast, we discuss the most popular news in the world of sustainable transport and energy. In this week’s episode, we discuss Tesla’s cheaper EV model coming and going in the same week, FSD v15, Rivian R2 EPA numbers, and more.



 more…",Electrek
2026-04-10,EV prices drop again as the gap with gas cars hits a record low,"EV prices are still coming down in the US, and the gap with gas cars is now the smallest it’s ever been, according to new Kelley Blue Book data.



 more…",Electrek
2026-04-10,Vanda Research Says Retail Investors are Buying the Tesla Stock Dip. Should you?,,Yahoo Entertainment
2026-04-10,A market analyst shares why he thinks Tesla is the 'single greatest stock short' in market history,"Gordon Johnson predicts Tesla's stock could fall to $25 a share, citing its sky-high valuation, slowing sales, and changes in options trading.",Business Insider
2026-04-10,"Elon Musk Says Tesla Model S, Model X Inventory Nearly Over—YouTuber JerryRigEverything Calls It 'Going Out Of Business' Sale",,Yahoo Entertainment
2026-04-10,"Aventon Level 3 and Pace 4 smart e-bike lows from $1,599, Bluetti + Anker SOLIX exclusive power station savings sale lows, more","We’re closing out this week’s Green Deals with another jam-packed edition, starting with Aventon’s Level 3 and Pace 4 Smart e-bikes down at their lowest prices starting from $1,599. Right behind it we have three different power station sales from three of our…",Electrek
2026-04-10,These 3 Unusually Active Mag 7 Calls Are Great Hail Mary Bets for Under $100,The Magnificent 7 had 82 unusually active call options on Thursday. Twelve of them could be had for under $100. Here are the three best Hail Mary bets to buy...,Barchart.com
2026-04-10,Europe’s Jet Fuel Shortage Arriving in Weeks,"Europe could face a jet fuel shortage within three weeks if flows through the Strait of Hormuz remain restricted, according to the region’s airport industry group. ACI Europe warned that a continued disruption would leave airports and airlines short on supply…",OilPrice.com
2026-04-10,KATSEYE’s divisive “PINKY UP” also divided our critics,Is it a hard-techno gag or a sorry victim of the TikTokification of music?,The FADER
2026-04-10,He coined 'vibe coding.' Now he says there's a 'growing gap' among AI users,"Ex-Tesla AI director and OpenAI founding member Andrej Karpathy wrote that AI power users and skeptics are ""speaking past each other.""",Business Insider
2026-04-10,Intel Stock Hits Fresh 52-Week High at $62.34 as AI Partnerships Fuel Turnaround Momentum,"SANTA CLARA, Calif. — Intel Corp. shares climbed to a new 52-week high Friday, trading at $62.34, up $0.62 or 1.00% midday on April 10, 2026, as investors bet on the chipmaker's deepening role in artificial intelligence infrastructure and progress in its ambi…",Ibtimes.com.au
2026-04-10,Elon Musk Shares First Look Inside Tesla's Nevada Semi Factory as Mass Production of Electric Trucks Ramps Up,"SPARKS, Nev. — Tesla Inc. is on the verge of high-volume production for its long-delayed electric Semi truck, with CEO Elon Musk on Friday spotlighting an exclusive inside look at the company's massive new factory in Nevada as the assembly line comes to life.",Ibtimes.com.au
2026-04-10,Hyundai's space-age Ioniq EV concepts are out of this world,"While Hyundai's diverse Ioniq range of electric vehicles (EV) has been racking up awards around the world, it hasn't been available in China – until now. The Korean automaker is making a splash in that competitive electric car market with a big launch – and t…",New Atlas
2026-04-10,Smart Money Is Not Buying Trump’s ‘Ceasefire’ with Iran,Smart money knew that something stunk between Trump's supposed 15-point agreement and the also untrustworthy Iranian regime's announced 10-point plan. Only a fool like a Tesla trader would buy what Trump was selling.,Jezebel
2026-04-10,"Tesla Model Y Tops China Auto Sales in March 2026 With 39,827 Registrations, Beating Cheaper EVs and Gas Cars","SHANGHAI — Tesla Inc.'s Model Y surged to the top of China's passenger vehicle sales rankings in March 2026, registering 39,827 retail units and outpacing every electric vehicle, hybrid and internal combustion engine model in the world's largest auto market, …",Ibtimes.com.au
2026-04-09,"PR Roundup: McDonald’s CEO’s McNugget Meltdown, YouTube Dominates Influence and Nutella Goes to Space","PR Roundup features the McDonald's CEO who can't seem to catch a social media break a new report revealing which brands are most influential, and a jar of Nutella spread that accidentally became the most talked-about brand in the universe.
The post PR Roundup…",Prnewsonline.com
2026-04-09,Here are the companies that have fled California — including the company that’s tracking the exodus,"Numerous companies have left California in recent years to escape rising costs, extensive regulations, and high taxes.",New York Post
2026-04-09,"Elon Musk’s estranged daughter, Vivian Wilson, moans about ‘isolating’ childhood of endless wealth","""There’s not much I can do about it, so who cares?"" she said of being Musk's daughter. ""It’s part of my story, but it’s not the future of my story.""",Page Six
2026-04-09,Volkswagen Shuts Down Tennessee Plant’s EV Production at the Worst Possible Time,"The American EV industry continues to shrink, even while gas prices soar.",Gizmodo.com
2026-04-09,"VIDEO: Quad Amputee Cornhole Player Seen Snorting from $1 Bill, Firing Gun, Before Alleged Murder","Video has emerged of the quadruple amputee cornhole player who stands accused of murder snorting something through a rolled-up dollar bill
The post VIDEO: Quad Amputee Cornhole Player Seen Snorting from $1 Bill, Firing Gun, Before Alleged Murder appeared firs…",Breitbart News
2026-04-09,"Down More Than 30% from All-Time Highs, Should You Buy the Tesla Stock Dip?","With Tesla shares are off more than 30% from their highs ahead of earnings, will investors be persuaded to buy here?",Barchart.com
2026-04-09,2026 Rivian R2 Performance vs. 2026 Tesla Model Y: Which Crossover EV Should You Choose?,We examine whether you should wait for the R2 you want or buy a Tesla today by pointing out key differences between these two EV crossovers.,Autoblog
2026-04-09,Tesla (TSLA) retail sales crash 16% in China in Q1 despite ‘rising’ wholesale numbers,"Tesla’s actual retail sales in China crashed 16% year-over-year in Q1 2026, with March alone plunging 24% — despite several media outlets reporting that Tesla’s China numbers were up for the quarter.



The discrepancy comes down to the difference between who…",Electrek
2026-04-09,"Volkswagen ends US production of its EV, citing market's 'unpredictability'",The move will leave Volkswagen with no more 2026 EVs heading to American dealerships.,Business Insider
2026-04-09,UGA men’s basketball player arrested for speeding,UGA men’s basketball player arrested for speedingwsbtv.com,WSB Atlanta
2026-04-09,"Elon Musk's Terafab is coming, and you're not ready","""The super-factory will alter everyday life. If it actually happens. The announcement of Terafab was made at a decommissioned power plant, reflecting Elon Musk’s understanding of stagecraft: The ruined infrastructure of one era makes a convenient altar for th…",Freerepublic.com
2026-04-09,UGA men’s basketball player arrested for speeding,A deputy clocked him going 87 mph in a 65-mph zone.,Yahoo Entertainment
2026-04-09,Elon Musk claims sinister motives propelled California’s $126B high-speed rail debacle,"Elon Musk unloaded on California's massive high-speed rail project, blasting it as a wasteful boondoggle.",New York Post
2026-04-09,Eve Hewson To Star Opposite Channing Tatum In ‘Isle of Man’ From Amazon MGM Studios,"EXCLUSIVE: Eve Hewson is set to star opposite Channing Tatum in Isle of Man for Amazon MGM Studios. Reid Carolin will direct the pic. The film will be produced by Tatum and Carolin’s Free Association, Brad Pitt’s Plan B and Entertainment 360’s Guymon Casady a…",Deadline
2026-04-09,Google Cloud deepens AI infrastructure partnership with Intel across Xeon and custom chips,In short: Google Cloud and Intel have announced a deepened multi-year AI infrastructure partnership covering both CPU deployment and custom chip co-development. Google Cloud will continue adopting Intel’s Xeon 6 processors across its global infrastructure for…,The Next Web
2026-04-09,Kia’s mid-size electric SUV spotted with US plates [Images],"The EV5 is about the size of Kia’s best-selling Sportage SUV and the Tesla Model Y. After opening orders in Europe and Canada, Kia’s mid-size electric SUV was spotted testing in the US again, but this one is different.



 more…",Electrek
2026-04-09,Tesla Is Reportedly Working on a Cheaper Electric SUV Model,"The company previously scrapped efforts at a vehicle in the $25,000 range.",CNET
2026-04-09,"Intel Stock Surges Past $60 as Analyst Upgrade, Terafab Partnership and Foundry Momentum Fuel Turnaround Hopes","SANTA CLARA, Calif. — Intel Corp. shares climbed more than 2.5% Thursday, breaking above $60 for the first time in years, as renewed optimism around the chipmaker's foundry business, a high-profile partnership with Elon Musk's Terafab project and a fresh anal…",Ibtimes.com.au
2026-04-09,Polestar 3 SUV Deals Target Tesla Owners With Massive $21K Discount,"EV discounts have been particularly aggressive in the U.S. in recent months, given cooling demand for fully electric models and the loss of the federal tax...",Autoblog
2026-04-09,Texas Dominates Corporate Relocations in 2026 as California Suffers Steep Headquarters Losses,"AUSTIN, Texas — Texas emerged as the clear winner in corporate headquarters relocations during the first months of 2026, attracting dozens of major companies seeking lower taxes, lighter regulation and business-friendly policies, while California continued to…",Ibtimes.com.au
2026-04-09,Tesla may be working on a smaller and cheaper electric SUV,"Tesla may be shifting strategy once again. Reuters reported that the company is working on a smaller and less expensive electric SUV. This would be a brand new vehicle rather than a variant of the existing Model 3 or Model Y, according to the publication's so…",Slashdot.org
2026-04-09,"Gendome 3,072Wh Home3000 power station at exclusive new $748 low, Autel 4-cam solar security kit new $180 low, EGO, more","Our Thursday Green Deals this week is headlined by an exclusive deal we secured that saves you $1,551 on the unique Gendome 3,072Wh Home3000 Portable Power Station at a new $748 low. Right behind it, we have Autel’s 4-cam Outdoor Wireless Solar Security Camer…",Electrek
2026-04-09,Toyota Adds EVs To Its Lineup In US And China,"Toyota is bringing more battery-electric vehicles to the US and China as it now seems to be bucking the anti-EV trend.
The post Toyota Adds EVs To Its Lineup In US And China appeared first on CleanTechnica.",CleanTechnica
2026-04-09,"Tesla secretly working on new, smaller, cheaper electric SUV: report","The automaker has contacted suppliers in recent weeks to discuss details of the plan for the compact SUV, which would be a new vehicle and not a variant of Tesla’s current Model 3 or Y, sources said.",New York Post
2026-04-09,"Tesla's lower-cost EV plan seen boosting volume, risking margins","Tesla is reportedly developing a smaller, cheaper electric vehicle. This move aims to increase sales and factory use. It also addresses growing competition, especially from China. However, investors worry this could reduce Tesla's profit margins. The company …",The Times of India
2026-04-09,Musk says Tesla FSD v15 will ‘far exceed’ human safety — he said the same about v12 and v14,Elon Musk is once again promising that the next version of Tesla’s “Full Self-Driving” software will “far exceed human levels of safety.” This time it’s V15. The problem is that he made virtually identical claims about Version 12 in 2023 and V14 in 2025 — and…,Electrek
2026-04-09,Why Some Automakers Don't Care That You Hate Subscriptions,"An overwhelming majority of Americans hate subscriptions. Nevertheless, some automakers persist in the face of all this adversity.",Jalopnik
2026-04-09,"Tesla stock is sliding, but Cathie Wood just bet $14 million that everyone else is wrong",,Yahoo Entertainment
2026-04-08,XAI reorganizes its engineering team ahead of SpaceX IPO,"A SpaceX executive said xAI is ""clearly behind"" competition, in a memo sent to staff.",Business Insider
2026-04-08,Yale alum allegedly runs naked into Bay Area Tesla shop with shotgun,"Officers tackled and restrained the man, who was allegedly naked and armed.",SFGate
2026-04-08,"TSLA stock slides, Supercharger prices, and who’s REALLY behind Elon’s big chip fab","On today’s Tesla-tastic episode of Quick Charge, a TSLA bear thinks the stock is headed for a 60% slide before the year is out, Tesla launches a Supercharger configurator, and we find out what’s really going on at Elon’s proposed chip fab.



 more…",Electrek
2026-04-08,"The Genesis GV90 interior leaks, revealing next-level luxury and massive screens","The GV90 is shaping up to be an ultra-luxe tech powerhouse. Genesis set out to redefine luxury with the GV90, and the interior proves it. Here’s our first look.



 more…",Electrek
2026-04-08,"A self-driving car in Texas hit and killed a mother duck, sparking neighborhood outrage | TechCrunch","An Avride autonomous vehicle near Austin hit the duck, facing backlash from the community. ""It didn't slow down or hesitate at all, just steamrolled right through,"" according to a witness.",TechCrunch
2026-04-08,"The Maine Event: Shenna Bellows
Runs for Governor on Unconstitutional Effort to Bar
Trump from Ballot","Maine’s Secretary of State Shenna Bellows is actually running for governor on her willingness to take flagrantly unconstitutional action. Bellows is touting her removal of Trump from the ballot, an effort that led to a unanimous Supreme Court swatting down Co…",Freerepublic.com
2026-04-08,"OpenAI will allocate IPO shares to retail investors as it preps for debut, CFO says",CRO Denise Dresser said enterprise is now 40% of the company's revenue and is set to equal consumer by the end of 2026.,CNBC
2026-04-08,"A self-driving car in Austin killed a mother duck, sparking neighborhood outrage | TechCrunch","A self-driving car in Austin killed a mother duck, sparking neighborhood outrage | TechCrunchtechcrunch.com",TechCrunch
2026-04-08,JPMorgan Is Still Betting That Tesla Stock Will Plunge 60% from Here,"Musk’s push into AI, robotics, and new vehicles may not offset declining EV market share.",Barchart.com
2026-04-08,SPRING ISSUE OF 2600 RELEASED,"The Spring 2026 issue of 2600 is now out!

You can get the new issue in both PDF and EPUB formats without any copy restrictions when you get a digital subscription here.

If you only want this one issue, just visit this link.

The PDF version will work on …",2600.com
2026-04-08,Thinking of Leaving Tesla? Here Are 6 EVs That Are Tempting Me in 2026,"Thanks to its focus on autonomy, Tesla's lineup has stagnated. I'm thinking about upgrading my Model 3 to a rival EV, but which one? These are the electric cars that have caught my eye.
My 2018 purchase of a Tesla Model 3 was the ultimate get for a tech enthu…",PCMag.com
2026-04-08,Thinking of Leaving Tesla? Here Are 6 EVs That Are Tempting Me in 2026,"Thanks to its focus on autonomy, Tesla's lineup has stagnated. I'm thinking about upgrading my Model 3 to a rival EV, but which one? These are the electric cars that have caught my eye.
My 2018 purchase of a Tesla Model 3 was the ultimate get for a tech enthu…",PCMag.com
2026-04-08,"EcoFlow Earth Day Mega Sale with up to 62% power station savings + 24-hour flash sale + TRAIL Plus 300 DC launch deals, EGO tools, more","Our mid-week Green Deals edition is packed and focused on EcoFlow, but that’s not to say the other deals we’ve collected for you today are any less exciting. First, we have EcoFlow’s latest Members’ Festival x Earth Day Mega Sale with up to 62% power station …",Electrek
2026-04-08,BMW and MINI EVs in Canada Now Have Tesla Supercharger Access,"Canadian BMW and MINI EV drivers just got access to one of the most useful charging upgrades the brand has announced in years — and it doesn’t require switching apps, carrying extra cards, or hunting...
First published by https://www.bmwblog.com",BMWBLOG
2026-04-08,'They're Going To Go Elsewhere': Steve Forbes on Why Taxing the Rich Backfires,"""For the first time since California came into the union,"" the publisher and businessman says, ""they're having out-migration.""",Reason
2026-04-08,"Democrats romp in Wisconsin Supreme Court race, narrow margins in Georgia",Republicans held on to a  safe Georgia House seat vacated by former Rep. Marjorie Taylor Greene.,CNBC
2026-04-08,"Tesla’s new Supercharger for Business tool reveals $940,000 all-in price","Tesla has quietly switched on a public configurator for its Supercharger for Business program, and the numbers tell us exactly what it now costs a third party to buy into the network: $500,000 in hardware and roughly $940,000 all-in for a standard V4 8-stall …",Electrek
2026-04-08,5 Burning Questions About Elon Musk’s Terafab Chip Partnership with Intel,"Intel’s role in Elon Musk’s ambitious chip venture is still murky, raising questions about what the partnership actually entails—and whether it can work at all.",Wired
2026-04-08,Tesla Must Reckon with a ‘Material Collapse’ in Performance Ahead of Earnings. What Will the Outcome Be for TSLA Stock?,,Yahoo Entertainment
2026-04-08,Energy Crisis Sends Travelers Scrambling for Insurance Coverage,"Interest in travel insurance has spiked over the last month after airline bosses warned of cancelled flights amid shortages of jet fuel due to the ongoing energy crisis. Thousands of flights have been cancelled, and more cuts are planned, as global airlines s…",OilPrice.com
2026-04-08,"Musk falsely claims Tesla FSD is 10X safer than humans, complains about lawsuits","Elon Musk claimed this week that Tesla’s “Full Self-Driving” is so much safer than human drivers that it could save 90% of the roughly one million lives lost in car crashes globally each year — a 10X improvement in safety.



The problem is that Tesla has nev…",Electrek
2026-04-08,"Which Car Brands Have the Most Recalls? New Data Shows a Clear Leader, And You Won't Be Shocked By It","There’s a version of car ownership people expect, and then there’s the version they actually get. The expected version is simple: buy the car, maintain it...",Yahoo Entertainment
2026-04-08,Elon Musk Says Tesla Self-Driving Saves 'A Lot Of Lives'—Laments FSD Lawsuits: 'Will Still Get Sued For...',,Yahoo Entertainment
2026-04-08,Intel joins Musk’s Terafab as foundry partner in $25B chip megaproject,"In short: Intel has signed on as the primary foundry partner for Elon Musk’s Terafab, a $25 billion joint venture between Tesla, SpaceX, and xAI targeting a terawatt of AI compute per year, handing the struggling chip giant the marquee customer it has been se…",The Next Web
2026-04-08,Mixed Analyst Sentiment on Tesla (TSLA) Amid Valuation Concerns,,Yahoo Entertainment
2026-04-08,Your Next Uber in LA Could Be a Retro-Styled Autonomous VW Bus,"Uber and Volkswagen's MOIA America brand begin testing the eye-catching electric ID. Buzz in Los Angeles today, with human operators behind the wheel to start.
Uber and Volkswagen are now testing autonomous ID. Buzz vehicles on the road and will debut a share…",PCMag.com
2026-04-08,Your Next Uber in LA Could Be a Retro-Styled Autonomous VW Bus,"Uber and Volkswagen's MOIA America brand begin testing the eye-catching electric ID. Buzz in Los Angeles today, with human operators behind the wheel to start.
Uber and Volkswagen are now testing autonomous ID. Buzz vehicles on the road and will debut a share…",PCMag.com
2026-04-08,Tesla Missed Q1 Delivery Expectations. Can TSLA Stock Survive Yet Another Blow?,"Tesla delivered 358,023 vehicles in Q1 2026, missing the Wall Street consensus of 365,645. Here's what TSLA investors need to know before earnings on April...",Barchart.com
2026-04-08,Stocks Soar as US and Iran Agree to a Ceasefire,"The S&P 500 Index ($SPX ) (SPY ) today is up +2.35%, the Dow Jones Industrial Average ($DOWI ) (DIA ) is up +2.78%, and the Nasdaq 100 Index ($IUXX ) (QQQ ) ...",Barchart.com
2026-04-08,Toyota’s updated electric SUV is turning into a sleeper hit,"Toyota’s updated electric SUV is now among the top-selling EVs in several markets, including Japan, the US, and parts of Europe.



 more…",Electrek
2026-04-07,"Analyst Says Tesla Will Deliver 1.6 Million Vehicles This Year, Says Robotaxi Scale Would Be Key Driver For TSLA",,Yahoo Entertainment
2026-04-07,Wall Street Sees 22% Upside for Tesla (TSLA) This Year,,Yahoo Entertainment
2026-04-07,"Sneak peek of Rove’s 2nd ‘full service’ EV charger in Costa Mesa, open Wed","Rove, a company founded to improve the EV charging experience by building “full service” EV charging centers with access to amenities you can use while charging, has now opened its second charging plaza in Costa Mesa, CA, and we got a sneak preview.



 more…",Electrek
2026-04-07,Stocks soar in global relief rally as oil plunges on U.S.-Iran ceasefire deal,A wave of optimism swept through global markets after the U.S. and Iran reached a temporary ceasefire deal. Keep reading here.,Financial Post
2026-04-07,"Oil Falls, US Stock Futures Gain on Ceasefire Bets: Markets Wrap",Oil slumped and US stock futures gained on optimism over a potential diplomatic resolution to the Iran war.,Financial Post
2026-04-07,"16 Years Ago, Marvel Changed Everything We Know About SHIELD (And Its a Story the MCU Can Never Tell)","Image Courtesy of Marvel Comics

The entire SHIELD organization changed completely in Marvel Comics 16 years ago, and it created a story that the MCU could never have considered telling. In Marvel Comics, as well as the Marvel Cinematic Universe, SHIELD was a…",ComicBook.com
2026-04-07,Used EVs just hit a sales record – a much bigger wave is coming,"Used EV sales in the US hit a wholesale record in Q1 as off-lease supply grows fast, pushing more affordable electric cars into the market.",Electrek
2026-04-07,Tesla’s Cumulative Vehicle Sales Surpass 9 Million — And It Becomes #1 BEV Seller Again,"Tesla’s vehicle sales have declined in recent years, and are basically stagnant in a good quarter these days. However, it is still one of the top EV sellers in the world. Actually, news is that it took back the title of #1 from BYD in the first quarter of 202…",CleanTechnica
2026-04-07,"Intel Is Teaming Up with SpaceX, Tesla, and xAI: Is This a Game Changer?",,Yahoo Entertainment
2026-04-07,"Tesla FSD v14.3 rolls out with MLIR rewrite, 20% faster reactions","Tesla has started rolling out Full Self-Driving (Supervised) v14.3 to HW4 vehicles, and the headline change is under the hood: Tesla rewrote the AI compiler and runtime from scratch on MLIR, which the automaker says delivers a 20% faster reaction time.



The…",Electrek
2026-04-07,"US stocks close mixed, with signs of progress as Trump’s Iran deadline draws near","Dow Jones fell 0.18 per cent, while the S&P 500 and Nasdaq gained 0.08 per cent and 0.1 per cent, respectively. Read more at straitstimes.com. Read more at straitstimes.com.",The Straits Times
2026-04-07,Elon Musk seeks ouster of OpenAI CEO Sam Altman as part of lawsuit,Elon Musk is seeking to have OpenAI CEO Sam Altman and President Greg Brockman removed from their roles as officers in the company as part of a lawsuit.,CNBC
2026-04-07,Elon Musk's $25 Billion Terafab Project Gets a Helping Hand From Intel,"The US chipmaker signs on to help SpaceX, xAI and Tesla make hardware in Texas.",CNET
2026-04-07,Elon Musk amends his OpenAI lawsuit to ask that damages he might win be awarded to OpenAI's charity arm and that Altman be removed from OpenAI's nonprofit board (Jessica Toonkel/Wall Street Journal),"Jessica Toonkel / Wall Street Journal:
Elon Musk amends his OpenAI lawsuit to ask that damages he might win be awarded to OpenAI's charity arm and that Altman be removed from OpenAI's nonprofit board  —  Tesla billionaire also seeks Sam Altman's removal from …",Techmeme.com
2026-04-07,JPMorgan has a stark warning on Tesla stock,,Yahoo Entertainment
2026-04-07,Autopsy reveals Colorado QB's blood-alcohol level was double the legal limit during fatal crash: report,An autopsy report showed Colorado quarterback Dominiq Ponder reportedly had a blood-alcohol content of 0.167/100 mL at the time of his fatal car accident.,Fox News
2026-04-07,Tragic new details emerge in Dominiq Ponder crash as autopsy reveals devastating truth,"Nearly five weeks after the Colorado Buffaloes quarterback Dominiq Ponder was killed in a single vehicle crash, newly released autopsy findings have revealed he was driving with a",Marca
2026-04-07,"Colorado QB's blood alcohol level was twice legal limit in fatal single-car crash, report reveals","Colorado quarterback Dominiq Ponder had a blood alcohol level twice the legal limit for driving under the influence when he died in a single-car crash near Boulder, according to the autopsy report from the Boulder County Coroner’s Office. The limit is 0.08.",Yahoo Entertainment
2026-04-07,Accused Fraudster Could Be Replaced by Politician Whose Daughters Committed Covid Fraud,"Daughters of a candidate seeking to replace alleged fraudster Florida Rep. Sheila Cherfilus-McCormick have pleaded guilty to COVID-19 fraud. In 2024, Richelle Holness, the oldest daughter... Read More
The post Accused Fraudster Could Be Replaced by Politician…",Daily Signal
2026-04-07,"Waymo's Stopped Testing Robotaxis In New York City, So What Now?",The New York Department of Transportation has given no indication whether the permits will be renewed or expanded.,Jalopnik
2026-04-07,Insane list of luxury items notorious California fraudsters bought with your money — including fake boobs,"California fraud cases expose outrageous luxury spending with taxpayer funds, including cosmetic surgery, designer goods, private jets and multimillion-dollar homes meant for homelessness and public health programs",New York Post
2026-04-07,Stocks Recover on Iran Ceasefire Hopes,"The S&P 500 Index ($SPX ) (SPY ) on Tuesday closed up +0.08%, the Dow Jones Industrial Average ($DOWI ) (DIA ) closed down -0.18%, and the Nasdaq 100 Index (...",Barchart.com
2026-04-07,Intel joins Elon Musk’s Terafab chip manufacturing initiative,Shares of Intel Corp. climbed more than 4% today after it announced plans to participate in Elon Musk’s Terafab initiative. Terafab is a collaboration between SpaceX Corp. and Tesla Inc. that was unveiled last month. Its goal is to build a semiconductor manuf…,SiliconANGLE News
2026-04-07,"US stocks today: US stocks close mixed, with signs of progress as Trump's Iran deadline draws near","U.S. stocks ended mixed as investors tracked last-minute diplomatic efforts ahead of the Iran deadline to reopen the Strait of Hormuz. Rising oil prices and inflation concerns weighed on sentiment, while healthcare stocks gained on policy support. Markets rem…",The Times of India
2026-04-07,Tesla FSD v14.3 Arrives in Canada With 20% Faster Reaction Times,"Tesla has officially started rolling out Full Self-Driving (Supervised) version 14.3 with software version 2026.2.9.6, according to Tesla North. This update is being described as the final piece of the puzzle for Tesla’s autonomy goals, primarily due to a fou…",iPhone in Canada
2026-04-07,Intel gets trapped in Elon’s reality distortion field as it joins in megafab delusions,"Space is just the next stop on the AI hype train, right after AGI In the realm of his other unrealistic plans and potentially broken promises, Elon Musk's Terafab stands out as one of the biggest pipedreams, promising to boost semiconductor production by 50x …",Theregister.com
2026-04-07,Jeff Bezos Is Quietly Building an A.I. Dream Team at Project Prometheus,"New hires from OpenAI, Google DeepMind and Tesla strengthen Project Prometheus’s bid to lead industrial A.I. innovation.",Observer
2026-04-07,New cold-hardy electrolyte could potentially double battery range of EVs,"White walkers can't have EVs. Not because they are lifeless zombies who probably can't drive, but because the extreme cold of the north would severely impact the lithium batteries. Also, the region is quite large, so EVs would likely run out of juice before t…",New Atlas
2026-04-07,Intel gets on board with Musk's Terafab project,"Intel has announced that it will help Elon Musk design and build his proposed Terafab in Austin, Texas, a joint venture between Musk's companies like SpaceX, Tesla and xAI to manufacture the chips necessary to power various AI projects. Musk announced Terafab…",Slashdot.org
2026-04-06,Colorado QB had significant amount of alcohol in his system when he died,The autopsy report for Colorado quarterback Dominiq Ponder sheds new light on the car crash that killed him March 1,USA Today
2026-04-06,"Stock Market Today, April 6: Tesla Falls After Q1 Delivery Miss as Analysts Cut Targets",,Yahoo Entertainment
2026-04-06,"3 simple ASX ETFs to start investing with $5,000","With just $5,000, it is possible to build a diversified portfolio using a handful of ASX ETFs.
The post 3 simple ASX ETFs to start investing with $5,000 appeared first on The Motley Fool Australia.",Motley Fool Australia
2026-04-06,Iran threatens to destroy OpenAI’s $30bn Stargate data centre in Abu Dhabi,"In short: Iran’s Islamic Revolutionary Guard Corps has released a video threatening “complete and utter annihilation” of OpenAI’s $30bn Stargate AI campus in Abu Dhabi, singling out the facility by name for the first time and warning it will strike if the US …",The Next Web
2026-04-06,Fireworks AI CEO explains why AI's infrastructure can't keep up with rampant demand,"Lin Qiao, CEO of Fireworks AI, discusses AI's rapid demand growth, with the platform processing 15 trillion tokens daily.",Business Insider
2026-04-06,Stocks Drift Higher Ahead of Trump's Iran Deadline,"The US stock market drifted higher Monday in tentative trading ahead of a deadline President Trump has set to bomb Iranian power plants. The S&P 500 rose 29.14 points, or 0.4%, to 6,611.83. The Dow Jones Industrial Average rose 165.21 points, or 0.4%, to...",Newser
2026-04-06,Stocks Finish Higher on Iran Ceasefire Hopes,"The S&P 500 Index ($SPX ) (SPY ) on Monday closed up +0.44%, the Dow Jones Industrial Average ($DOWI ) (DIA ) closed up +0.36%, and the Nasdaq 100 Index...",Barchart.com
2026-04-06,SpaceX’s IPO pitch centres on Elon Musk’s ability to ‘sell the dream’,SpaceX and investment bankers will host meetings to pressure-test the Elon Musk-led company’s targeted US$2 trillion valuation. Read here,Financial Post
2026-04-06,SpaceX’s IPO pitch centres on Elon Musk’s ability to ‘sell the dream’,SpaceX and investment bankers will host meetings to pressure-test the Elon Musk-led company’s targeted US$2 trillion valuation. Read here,Financial Post
2026-04-06,"OpenAI asks California, Delaware to investigate Musk's 'anti-competitive behavior' ahead of April trial","OpenAI sent a letter to the California and Delaware attorneys general, urging them to investigate ""anti-competitive behavior"" by Elon Musk and his associates.",CNBC
2026-04-06,18 Cars Depreciating So Fast They’re Becoming Worthless,"18 cars lose value faster than TikTok trends, with some luxury rides dropping 72% in five years - discover which models to avoid.",Gadgetreview.com
2026-04-06,Tesla Could Be Headed for Third Year of Degrowth: How to Play TSLA Stock Now?,,Yahoo Entertainment
2026-04-06,How Brand Mismanagement Brought Allbirds Back To Earth,"Allbirds, the sustainable sneaker brand once the de rigueur shoe for Seattle and Silicon Valley Techs, has sold its assets and intellectual property at a shocking discount. The once high-flying sneaker brand has finally lost its wings. This is not a surprise.…",Brandingstrategyinsider.com
2026-04-06,Oil Price Shocks Make Brazil Key to Energy Security in the Americas,"Oil price shocks since the U.S. and Israel first struck Iran, the world’s fifth-largest oil producer, have global markets on edge. The sudden energy crisis, which emerged after Iran closed the Strait of Hormuz, preventing the passage of around a fifth of the …",OilPrice.com
2026-04-06,"Tesla Skids 3% Amid Delivery Shortfall Concerns, Execution Risks, and JPMorgan’s Bearish Warning",,Yahoo Entertainment
2026-04-06,US ends probe into Tesla remote driving feature,After software updates.,iTnews
2026-04-06,US ends probe into Tesla remote driving feature,After software updates.,iTnews
2026-04-06,US ends probe into Tesla remote driving feature,After software updates.,iTnews
2026-04-06,US ends probe into Tesla remote driving feature,After software updates.,iTnews
2026-04-06,Jay Leno Drives The Production-Spec Tesla Semi Truck And Thinks It Could Be a Game-changer,"Jay Leno tests Tesla’s updated Semi, highlighting its improved design, driver-friendly features, long-range capability, and Tesla’s belief it could modernize...",Guessingheadlights.com
